482,0,0,0,5.90,-0.84,-7.19
507,1,0,0,5.99,-1.11,-7.15
529,0,0,0,6.13,-0.88,-7.19
551,0,0,0,6.10,-0.71,-7.25
573,0,0,0,6.29,-0.94,-7.32
595,0,0,0,5.69,-0.35,-7.40
617,0,0,0,5.38,-0.48,-7.89
639,0,0,0,6.98,-2.09,-6.87
661,0,0,1,6.71,-1.16,-6.60
683,0,0,0,6.46,-0.72,-6.91
705,0,0,0,6.12,-0.84,-7.20
727,0,0,0,6.78,-0.80,-7.08
749,0,0,0,6.48,-0.17,-7.18
771,0,0,0,5.93,-0.68,-7.47
793,0,0,0,6.02,-0.84,-6.17
815,0,0,0,6.75,-1.19,-6.54
837,0,0,0,6.56,-0.87,-6.77
858,0,0,0,6.59,-0.91,-7.22
880,1,0,0,6.48,-0.48,-6.90
901,0,0,0,5.57,-1.02,-6.95
923,0,0,0,6.43,-1.00,-6.80
944,0,0,0,6.77,-0.88,-6.77
966,0,0,0,6.27,-1.38,-7.07
988,0,0,0,6.04,-1.15,-7.30
1010,0,0,0,5.88,-0.45,-7.06
1032,0,1,0,6.50,0.84,-7.88
1054,0,0,0,7.24,0.12,-7.25
1076,0,1,0,6.86,-1.21,-7.19
1132,0,0,0,4.54,-0.01,-7.39
1159,0,0,0,5.74,-0.45,-7.49
1181,0,0,1,6.50,-0.24,-6.84
1203,1,1,0,6.96,-1.01,-6.98
1224,0,0,0,7.19,-1.13,-6.49
1246,0,0,0,6.11,-0.33,-7.38
1268,0,0,0,5.73,-0.89,-7.57
1290,0,0,0,5.86,0.10,-7.25
1312,0,0,0,6.37,-0.69,-7.25
1334,0,0,0,6.97,-1.67,-6.37
1355,0,0,0,6.60,-0.59,-6.78
1377,0,0,0,5.77,-0.52,-7.46
1399,0,0,0,6.83,-0.98,-6.62
1421,0,0,0,7.13,-0.76,-6.56
1443,0,0,0,6.22,-0.52,-7.34
1465,0,0,0,5.69,-0.34,-7.57
1487,0,0,0,5.60,-0.48,-7.24
1508,0,0,0,6.51,-0.48,-7.34
1530,0,0,0,6.44,-0.82,-6.85
1552,0,0,0,6.46,-0.97,-6.97
1574,0,1,0,6.43,-0.22,-7.31
1596,0,0,0,6.07,-0.40,-7.20
1618,0,0,0,6.15,-0.07,-7.21
1640,0,0,0,6.02,-0.89,-7.19
1662,0,1,0,6.02,-0.57,-7.31
1684,0,1,0,7.15,-0.41,-7.33
1706,0,0,0,5.95,-1.02,-7.20
1727,0,0,0,6.39,-0.95,-7.49
1749,0,0,0,5.97,-0.64,-7.52
1770,0,0,0,6.03,-0.93,-7.29
1792,0,1,0,6.24,-0.69,-7.36
1814,0,0,0,6.02,-0.85,-7.29
1836,0,0,0,5.80,-0.62,-7.02
1858,0,0,0,6.15,0.74,-6.95
1880,1,0,1,6.07,-0.54,-7.26
1902,0,0,0,6.34,-1.11,-7.40
1924,0,0,0,5.75,-0.44,-7.28
1979,0,0,0,6.22,-1.96,-7.03
2007,0,1,0,6.79,-0.58,-6.39
2030,0,0,0,4.65,-0.68,-5.57
2053,0,0,0,6.67,-0.77,-7.20
2076,0,0,0,6.44,-0.88,-7.22
2099,0,0,0,6.40,-0.88,-6.10
2123,0,1,0,6.22,-0.78,-7.09
2146,0,0,0,6.25,-0.99,-6.74
2169,0,0,0,6.42,-0.85,-6.82
2191,0,0,0,6.91,-0.60,-6.84
2214,0,0,0,6.55,0.11,-6.77
2237,0,0,0,7.08,-0.08,-7.11
2260,0,0,0,5.60,-2.58,-6.05
2284,0,0,0,6.07,-0.57,-7.12
2307,0,0,0,6.37,0.11,-7.20
2330,0,1,0,5.79,-0.90,-7.34
2353,0,1,0,6.45,-0.86,-6.99
2376,0,0,0,7.77,-1.99,-5.65
2399,0,0,0,6.46,-0.70,-7.05
2422,0,0,0,6.69,-1.51,-6.53
2446,0,0,0,6.51,-1.12,-6.79
2469,0,1,0,6.41,-0.87,-6.89
2492,0,0,0,6.45,-0.81,-6.88
2515,0,0,0,6.55,-0.88,-6.98
2538,0,0,0,6.24,-0.93,-7.10
2561,0,0,0,6.31,-0.57,-6.78
2584,0,0,1,6.61,-0.98,-6.72
2607,0,0,0,6.47,-1.01,-6.87
2630,0,1,0,6.64,-0.40,-7.06
2653,0,0,0,6.36,-1.54,-6.71
2676,0,0,0,6.05,-0.83,-7.11
2699,0,1,0,6.16,-0.71,-7.06
2722,0,0,0,6.34,-0.52,-7.04
2745,0,0,0,7.17,-0.85,-6.81
2769,0,0,0,6.11,-1.41,-7.17
2792,0,1,0,5.98,-1.38,-7.23
2815,0,0,0,6.20,-0.75,-7.45
2874,0,0,0,6.61,-0.64,-7.08
2897,0,1,0,5.96,-3.07,-6.04
2919,0,1,0,4.34,-5.01,-2.28
2941,0,3,0,9.17,-0.05,-8.75
2963,0,5,0,6.45,-0.95,-7.05
2984,0,1,0,6.45,-1.39,-6.96
3006,0,0,0,6.29,-1.31,-6.59
3028,0,1,0,6.05,-0.80,-6.67
3050,0,0,0,6.12,-0.33,-6.68
3071,0,0,0,6.38,-1.34,-6.88
3093,0,0,0,6.87,-1.33,-6.76
3115,0,1,0,6.51,-1.46,-6.92
3137,0,1,0,6.93,-1.27,-6.36
3159,0,0,0,6.52,-0.71,-7.10
3181,0,1,0,7.92,-0.99,-6.83
3203,0,0,0,8.11,-0.77,-6.53
3225,0,2,0,8.14,-0.95,-5.76
3247,0,0,0,6.73,-0.95,-5.42
3269,0,1,1,7.48,-1.07,-5.85
3291,0,3,0,7.09,-0.89,-5.74
3312,0,0,0,7.90,-1.36,-6.17
3334,0,0,0,7.29,-1.10,-5.93
3356,0,0,0,7.16,-1.10,-6.16
3378,0,1,0,7.30,-1.04,-6.13
3400,0,0,0,7.19,-1.11,-6.03
3422,0,0,0,7.03,-1.49,-6.34
3444,0,0,0,7.56,-0.91,-5.09
3465,0,0,0,7.59,-2.05,-5.29
3487,0,4,0,8.02,-0.74,-6.03
3509,0,0,1,8.79,-0.56,-5.08
3531,0,0,0,8.04,-0.74,-5.23
3553,0,0,0,7.39,-1.70,-5.13
3574,0,1,0,7.63,-1.05,-5.39
3596,0,0,0,7.62,-1.05,-5.24
3618,1,0,0,7.67,-0.98,-5.48
3640,0,0,0,7.81,-1.26,-5.31
3662,0,0,0,7.77,-1.14,-5.46
3723,0,0,0,7.45,-1.12,-5.57
3745,0,0,0,7.61,-1.07,-5.49
3767,0,0,0,7.88,-1.14,-5.39
3789,0,0,0,7.81,-1.18,-5.42
3811,0,0,0,8.15,-0.83,-5.52
3833,0,0,0,7.50,-0.72,-5.35
3855,0,0,0,7.75,-1.49,-5.39
3878,0,0,0,7.80,-1.75,-5.61
3904,0,0,0,7.57,-0.73,-5.92
3930,0,0,0,7.77,-0.95,-5.81
3952,0,0,0,7.35,-0.72,-5.69
3974,0,0,0,7.95,-0.43,-5.98
3996,0,0,0,7.21,-1.66,-6.06
4018,0,0,0,7.48,-1.48,-6.14
4040,0,0,0,6.75,-1.07,-6.34
4062,0,0,0,6.60,-1.18,-7.28
4084,0,0,0,4.95,-1.01,-6.36
4106,0,0,0,4.98,-0.44,-7.14
4128,0,0,0,5.73,-0.98,-6.99
4150,0,0,0,6.99,-1.58,-5.98
4172,0,1,0,7.34,-0.95,-5.85
4194,0,0,0,8.11,-1.59,-5.78
4215,0,0,0,6.79,-0.77,-6.41
4237,0,0,0,6.46,-1.43,-6.17
4259,0,0,1,7.63,-1.30,-5.95
4281,0,0,0,7.66,-0.87,-6.02
4303,0,2,0,7.82,-1.94,-6.37
4324,0,2,0,7.54,-1.14,-6.15
4346,0,0,0,8.36,-0.43,-5.99
4368,0,0,0,7.05,-1.04,-6.52
4390,0,0,0,4.97,-1.89,-6.53
4411,0,0,0,4.43,-0.61,-7.24
4433,0,0,0,5.61,-0.83,-7.10
4455,0,0,0,6.72,-1.39,-6.98
4477,0,5,1,7.29,-0.88,-5.94
4537,0,0,0,7.55,-1.53,-6.18
4560,0,0,0,7.61,-0.77,-6.18
4583,0,0,0,7.47,-0.94,-6.02
4606,0,0,0,7.24,-1.33,-5.85
4630,0,1,0,7.02,-1.03,-6.12
4653,0,0,0,7.38,-1.50,-5.98
4676,0,0,0,7.33,-1.22,-5.90
4699,0,0,0,7.47,-1.06,-6.11
4722,0,1,0,6.91,-1.36,-6.20
4745,0,0,0,6.85,-1.80,-5.76
4767,0,0,0,6.83,-0.99,-6.38
4790,0,1,0,7.32,-1.52,-6.06
4813,0,0,0,6.88,-1.09,-6.31
4836,1,0,0,7.04,-1.33,-6.28
4859,1,0,0,7.15,-1.36,-6.32
4883,0,0,0,7.19,-1.31,-6.27
4906,1,0,0,6.64,-1.17,-6.20
4929,0,1,0,6.58,-1.31,-6.55
4952,0,0,0,6.77,-1.36,-6.50
4975,0,0,0,7.22,-1.36,-6.02
4998,0,0,0,8.30,-0.96,-5.85
5021,0,1,0,8.02,-0.95,-6.03
5044,1,0,0,7.24,-1.50,-6.16
5067,0,0,0,7.45,-1.23,-6.32
5090,0,0,0,6.62,-1.03,-6.19
5114,0,0,0,6.66,-1.13,-6.39
5137,0,0,0,6.74,-0.73,-6.21
5160,0,0,0,6.22,-0.47,-6.16
5182,0,0,0,6.90,-0.87,-6.08
5205,0,1,0,7.41,-0.86,-6.03
5228,0,0,0,7.24,-1.40,-6.15
